genename	sampname	gene	samp	value
HLA-DOB	0	1	1	-1.00220773951462
HLA-DOB	0	1	2	-0.727463194488742
HLA-DOB	0	1	3	-0.43716243447507
HLA-DOB	0	1	4	0.276552185798101
HLA-DOB	0	1	5	1.88221267428164
HLA-DOB	0	1	6	-0.967161886033971
HLA-DOB	0	1	7	1.68055813520164
HLA-DOB	0	1	8	-0.292002404045011
HLA-DOB	0	1	9	-0.31792474082192
HLA-DOB	0	1	10	1.56329555427719
HLA-DOB	0	1	11	-1.79884015042926
HLA-DOB	0	1	12	-1.02479673483705
HLA-DOB	0	1	13	0.783165197518733
HLA-DOB	0	1	14	-0.613836622234088
HLA-DOB	0	1	15	-0.419737409894368
HLA-DOB	0	1	16	0.0203763748047752
HLA-DOB	0	1	17	-0.00836405314898129
HLA-DOB	0	1	18	1.9996598149994
HLA-DOB	0	1	19	0.276552185798101
HLA-DOB	0	1	20	-0.0353837609153406
HLA-DOB	0	1	21	-0.472421882339273
HLA-DOB	0	1	22	-0.0207944532282687
HLA-DOB	0	1	23	0.680522078563431
HLA-DOB	0	1	24	-1.02479673483705
HLA-DOB	1	1	25	1.70194203154943
HLA-DOB	1	1	26	-0.808490050562494
HLA-DOB	1	1	27	0.232426009856591
HLA-DOB	1	1	28	0.552132312106636
HLA-DOB	1	1	29	2.11612450376986
HLA-DOB	1	1	30	-4.82082452311212
HLA-DOB	1	1	31	1.08233181255721
HLA-DOB	1	1	32	-0.171119490242924
HLA-DOB	1	1	33	1.22899779276338
HLA-DOB	1	1	34	-0.707653548868789
HLA-DOB	1	1	35	-3.72244173437601
HLA-DOB	1	1	36	2.51565129844857
HLA-DOB	1	1	37	0.599956740528483
HLA-DOB	1	1	38	1.21943156018272
HLA-DOB	1	1	39	-2.83007702074302
HLA-DOB	1	1	40	1.47089531622765
HLA-DOB	1	1	41	-4.49594091929495
HLA-DOB	1	1	42	-4.1987409194781
FOS	0	2	1	1.34169518407323
FOS	0	2	2	1.50053904545254
FOS	0	2	3	0.592665698353645
FOS	0	2	4	-1.76955356470405
FOS	0	2	5	-1.51910723338733
FOS	0	2	6	-0.175371365388197
FOS	0	2	7	1.09252308217298
FOS	0	2	8	0.0205947201696271
FOS	0	2	9	-1.19723591384027
FOS	0	2	10	1.18048638487609
FOS	0	2	11	0.431040223273391
FOS	0	2	12	-0.452588793066366
FOS	0	2	13	-1.91808205389624
FOS	0	2	14	-0.124495432973605
FOS	0	2	15	0.613242093803495
FOS	0	2	16	-0.474081205489037
FOS	0	2	17	-0.20099189046641
FOS	0	2	18	0.56710200521051
FOS	0	2	19	1.19237438378178
FOS	0	2	20	-0.204092051166175
FOS	0	2	21	-0.332000372369594
FOS	0	2	22	1.13760451535929
FOS	0	2	23	-1.06498711984013
FOS	0	2	24	-0.23728033993916
FOS	1	2	25	-0.594794449815858
FOS	1	2	26	-2.28648114829805
FOS	1	2	27	-1.06498711984013
FOS	1	2	28	-1.48524397950737
FOS	1	2	29	-1.36983518685138
FOS	1	2	30	-1.68606959394744
FOS	1	2	31	-0.0992470248768438
FOS	1	2	32	-0.249877869718186
FOS	1	2	33	-1.17439195205821
FOS	1	2	34	-3.52706962435731
FOS	1	2	35	-0.878157290308425
FOS	1	2	36	-5.62796558698679
FOS	1	2	37	-5.60765745817989
FOS	1	2	38	-2.98022756323745
FOS	1	2	39	-1.08735606279222
FOS	1	2	40	-3.91842087023762
FOS	1	2	41	-0.245313532499706
FOS	1	2	42	-2.0757389369901
IL12B	0	3	1	-0.212938539204662
IL12B	0	3	2	-0.59555160604195
IL12B	0	3	3	-0.366891628964176
IL12B	0	3	4	-0.0201461084911048
